images,labels
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30543.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30543.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30544.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30544.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30545.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30545.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30546.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30546.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30547.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30547.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30548.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30548.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30549.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30549.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30550.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30550.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30551.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30551.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30552.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30552.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30553.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30553.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30554.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30554.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30555.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30555.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30556.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30556.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30557.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30557.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30558.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30558.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30559.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30559.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30560.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30560.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30561.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30561.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30562.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30562.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30563.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30563.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30564.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30564.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30565.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30565.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30566.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30566.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30567.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30567.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30568.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30568.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30569.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30569.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30570.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30570.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30571.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30571.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30572.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30572.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30573.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30573.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30574.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30574.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30575.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30575.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30576.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30576.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30577.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30577.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30578.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30578.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30579.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30579.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30580.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30580.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30581.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30581.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30582.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30582.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30583.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30583.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30584.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30584.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30585.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30585.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30586.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30586.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30587.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30587.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30588.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30588.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30589.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30589.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30590.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30590.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30591.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30591.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30592.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30592.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30593.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30593.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30594.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30594.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30595.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30595.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30596.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30596.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30597.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30597.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30598.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30598.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30599.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30599.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30600.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30600.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30601.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30601.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30602.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30602.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30603.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30603.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30604.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30604.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30605.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30605.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30606.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30606.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30607.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30607.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30608.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30608.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30609.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30609.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30610.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30610.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30611.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30611.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30612.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30612.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30613.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30613.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30614.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30614.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30615.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30615.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30616.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30616.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30617.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30617.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30618.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30618.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30619.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30619.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30620.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30620.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30621.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30621.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30622.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30622.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30623.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30623.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30624.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30624.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30625.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30625.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30626.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30626.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30627.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30627.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30628.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30628.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30629.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30629.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30630.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30630.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30631.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30631.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30632.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30632.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30633.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30633.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30634.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30634.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30635.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30635.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30636.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30636.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30637.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30637.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30638.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30638.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30639.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30639.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30640.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30640.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30641.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30641.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30642.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30642.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30643.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30643.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30644.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30644.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30645.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30645.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30646.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30646.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30647.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30647.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30648.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30648.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30649.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30649.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30650.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30650.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30651.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30651.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30652.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30652.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30653.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30653.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30654.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30654.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30655.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30655.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30656.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30656.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30657.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30657.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30658.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30658.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30659.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30659.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30660.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30660.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30661.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30661.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30662.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30662.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30663.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30663.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30664.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30664.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30665.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30665.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30666.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30666.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30667.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30667.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30668.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30668.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30669.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30669.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30670.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30670.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30671.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30671.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30672.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30672.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30673.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30673.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30674.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30674.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30675.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30675.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30676.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30676.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30677.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30677.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30678.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30678.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30679.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30679.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30680.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30680.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30681.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30681.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30682.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30682.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30683.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30683.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30684.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30684.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30685.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30685.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30686.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30686.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30687.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30687.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_30688.jpg,0
